name,description,color,lat,lon,img,link,bastina
"Pomorski muzej Orebić","Specijalizirani muzej osnovan 1957., koji predstavlja pomorsku, gospodarsku i kulturnu prošlost Orebića, Pelješca i Dubrovačko-neretvanske županije.",blue,42.97417821036983,17.17951433161277,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1413.jpg,https://tehnika.lzmk.hr/pomorski-muzej-orebic/,Muzeji
"Zavod za povijesne znanosti Hrvatske akademije znanosti i umjetnosti u Zadru","Dio Akademije posvećen sustavnom istraživanju povijesti grada Zadra i njegove šire okolice, osnovan 1954. u Zadru kao Institut Jugoslavenske akademije znanosti i umjetnosti.",blue,44.12196890725307,15.22545358907958,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1690.jpg,https://tehnika.lzmk.hr/zavod-za-povijesne-znanosti-hrvatske-akademije-znanosti-i-umjetnosti-u-zadru/,Muzeji
"Povijesni i pomorski muzej Istre","Javna muzejska ustanova koja se bavi poviješću Istre i grada Pule srednjega i novoga vijeka, osnovana 1955. u Puli kao Muzej narodnooslobodilačke borbe Istre.",blue,44.87046560948597,13.845535866912442,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1436.jpg,https://tehnika.lzmk.hr/povijesni-i-pomorski-muzej-istre-u-puli/,Muzeji
"Prehrambeno-biotehnološki fakultet","Visokoškolska i znanstvenoistraživačka ustanova u sastavu Sveučilišta u Zagrebu.",blue,45.8068432141573,15.964283934002522,https://tehnika.lzmk.hr/wp-content/uploads/2021/03/HTE2_1718.jpg,https://tehnika.lzmk.hr/prehrambeno-biotehnoloski-fakultet-u-zagrebu/,Ustanove
"Prehrambeno-tehnološki fakultet Osijek","Visokoškolska i znanstvenoistraživačka ustanova Sveučilišta u Osijeku.",blue,45.56063632338563,18.69353720698288,https://tehnika.lzmk.hr/wp-content/uploads/2022/01/HTE2_2672.jpg,https://tehnika.lzmk.hr/prehrambeno-tehnoloski-fakultet-osijek/,Ustanove
"Ribarska zbirka Komiža","Dio Ribarskoga muzeja u Komiži na otoku Visu otvorenog 1986., koja predstavlja komišku ribarsku brodicu, gajetu falkušu.",blue,43.043925443849965,16.088391292824628,,https://tehnika.lzmk.hr/ribarska-zbirka-komiza/,Muzeji
"Rimac Automobili d. o. o.","Tvrtka za proizvodnju električnih vozila i proizvoda te pružanje usluga u automobilskoj industriji, osnovana 2009. sa sjedištem u Svetoj Nedelji.",blue,45.80057280570508,15.791542980363223,https://tehnika.lzmk.hr/wp-content/uploads/2017/12/HTE_0679.jpg,https://tehnika.lzmk.hr/rimac-automobili/,Poduzeća
"Rudarsko-geološko-naftni fakultet","Visokoškolska i znanstvenoistraživačka ustanova u sastavu Sveučilišta u Zagrebu osnovana 1964.",blue,45.806871370690615,15.964236450998001,https://tehnika.lzmk.hr/wp-content/uploads/2022/03/HTE2_2931.jpg,https://tehnika.lzmk.hr/rudarsko-geolosko-naftni-fakultet-u-zagrebu/,Ustanove
"Saponia d. d.","Poduzeće za proizvodnju deterdženata, proizvoda za osobnu higijenu i sredstava za čišćenje u kućanstvu i industriji.",blue,45.554575756628225,18.72086556438031,https://tehnika.lzmk.hr/wp-content/uploads/2020/02/HTE2_0293.jpg,https://tehnika.lzmk.hr/saponia-d-d/,Poduzeća
"Sardina d.o.o.","Poduzeće za uzgoj, ulov i preradbu ribe koje je 1907. u Postirama na Braču osnovao bečki industrijalac Carl Warhanek.",blue,43.37068508723901,16.62258772010149,https://tehnika.lzmk.hr/wp-content/uploads/2021/01/HTE2_1379.jpg,https://tehnika.lzmk.hr/sardina-postira/,Poduzeća
"Spačva d. d.","Drvnoindustrijsko poduzeće osnovano u Vinkovcima 1956.",blue,45.29521202351881,18.78252354434626,https://tehnika.lzmk.hr/wp-content/uploads/2022/03/HTE2_2926.jpg,https://tehnika.lzmk.hr/spacva-vinkovci/,Poduzeća
"Spin Valis d. d.","Drvnoinustrijsko poduzeće iz Požege, osnovano 1950.",blue,45.33872805739109,17.689033791465466,https://tehnika.lzmk.hr/wp-content/uploads/2022/03/HTE2_2944.jpg,https://tehnika.lzmk.hr/spin-valis-pozega/,Poduzeća
"Strojarski fakultet u Slavonskom Brodu","Visokoškolska i znanstvena ustanova u sastavu Sveučilišta Josipa Jurja Strossmayera u Osijeku, osnovana 1962.",blue,45.15526678140587,18.022074793670118,https://tehnika.lzmk.hr/wp-content/uploads/2017/12/HTE_0578.jpg,https://tehnika.lzmk.hr/strojarski-fakultet-u-slavonskom-brodu/,Ustanove
"Sveučilište u Dubrovniku","Visokoobrazovna ustanova osnovana 2003. u Dubrovniku koja provodi sveučilišne i stručne preddiplomske studije, sveučilišne i specijalističke diplomske studije te međusveučilišne poslijediplomske studije iz područja tehničkih, prirodnih i društvenih znanosti.",blue,42.644118133305945,18.100283442859254,https://tehnika.lzmk.hr/wp-content/uploads/2017/12/HTE_0535.jpg,https://tehnika.lzmk.hr/sveuciliste-u-dubrovniku/,Ustanove
"Sveučilište u Zadru","Visokoškolska ustanova, osnovana 2002. u Zadru, koja izvodi 33 preddiplomska studij, 41 diplomski studij, dva integrirana preddiplomska i diplomska studija, jedan specijalistički poslijediplomski studij i sedam doktorskih studija.",blue,44.11143321010067,15.226072898575552,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1521.jpg,https://tehnika.lzmk.hr/sveuciliste-u-zadru/,Ustanove
"Fakultet šumarstva i drvne tehnologije","Visokoškolska i znanstvenoistraživačka ustanova Sveučilišta u Zagrebu.",blue,45.824691291762456,16.029936897691343,https://tehnika.lzmk.hr/wp-content/uploads/2021/04/HTE2_1832.jpg,https://tehnika.lzmk.hr/sumarski-fakultet-u-zagrebu/,Ustanove
"Šumarski muzej Bošnjaci","Specijalizirani regionalni prirodoslovni muzej koji se bavi prezentacijom šumarske baštine.",blue,45.049524863603956,18.756137510531683,https://tehnika.lzmk.hr/wp-content/uploads/2021/02/HTE2_1597.jpg,https://tehnika.lzmk.hr/sumarski-muzej-bosnjaci/,Muzeji
"Šumarski muzej Krasno","Specijalizirani regionalni prirodoslovni muzej koji se bavi prezentacijom šumarske baštine.",blue,44.82020583797662,15.070530907350465,https://tehnika.lzmk.hr/wp-content/uploads/2020/07/HTE2_0792.jpg,https://tehnika.lzmk.hr/sumarski-muzej-krasno/,Muzeji
"Tehnički fakultet u Rijeci","Visokoškolska i znanstvena ustanova, osnovana 1960., koja obuhvaća sveučilišne i stručne preddiplomske studijske programe i sveučilišne diplomske studijske programe u području strojarstva, brodogradnje, elektrotehnike i računarstva te omogućuje stjecanje doktorata znanosti u području tehničkih znanosti, polja strojarstva, brodogradnje i elektrotehnike, te temeljnih i interdisciplinarnih tehničkih znanosti.",blue,45.33754135700983,14.42583679135106,https://tehnika.lzmk.hr/wp-content/uploads/2017/12/HTE_0579.jpg,https://tehnika.lzmk.hr/tehnicki-fakultet-u-rijeci/,Ustanove
"Tehnički muzej Nikola Tesla","Nacionalni muzej znanosti i tehnike osnovan 1954. u Zagrebu kao Tehnički muzej.",blue,45.804188177464944,15.963986210463203,https://tehnika.lzmk.hr/wp-content/uploads/2019/05/HTE4_0002.jpg,https://tehnika.lzmk.hr/tehnicki-muzej-nikola-tesla/,Muzeji
"Tekstilno-tehnološki fakultet","Visokoškolska i znanstvenoistraživačka ustanova Sveučilišta u Zagrebu, koja izvodi sveučilišne studije u znanstvenom polju tekstilne tehnologije (područje tehničkih znanosti).",blue,45.81220411742675,15.936992779477777,https://tehnika.lzmk.hr/wp-content/uploads/2022/01/HTE2_2693.jpg,https://tehnika.lzmk.hr/tekstilno-tehnoloski-fakultet-u-zagrebu/,Ustanove
"TOZ Penkala d. d (Tvornica olovaka Zagreb)","Poduzeće za proizvodnju školskog i uredskog pribora osnovano 1937. godine.",blue,45.810111340728454,15.917010865967637,https://tehnika.lzmk.hr/wp-content/uploads/2021/01/HTE2_1432.jpg,https://tehnika.lzmk.hr/toz/,Poduzeća
"Tvornica duhana Rovinj d. o. o.","Poduzeće za proizvodnju duhanskih proizvoda.",blue,45.07929143425115,13.639176651253317,https://tehnika.lzmk.hr/wp-content/uploads/2022/01/HTE2_2649.jpg,https://tehnika.lzmk.hr/tvornica-duhana-rovinj-d-d/,Poduzeća
"Uljanik d. d.","Grupa društava brodograđevne industrije u Puli, sljednik brodogradilišta osnovanoga 1856. kao Pomorski arsenal (K. u. k. Kriegsmarine See Arsenal – Carski i kraljevski pomorski arsenal ratne mornarice).",blue,44.87338240061368,13.836657667391837,https://tehnika.lzmk.hr/wp-content/uploads/2017/12/HTE_0678.jpg,https://tehnika.lzmk.hr/uljanik-brodogradiliste-d-d/,Poduzeća
"Varteks d. d.","Poduzeće za proizvodnju i prodaju odjeće, utemeljeno 1918. u Varaždinu; najveće hrvatsko tekstilno poduzeće.",blue,46.29424985631695,16.34238301779328,https://tehnika.lzmk.hr/wp-content/uploads/2020/03/HTE2_0484.jpg,https://tehnika.lzmk.hr/varteks-d-d/,Poduzeća
"Veleučilište Hrvatsko Zagorje Krapina","Visokoobrazovna ustanova koja provodi tri preddiplomska stručna studija: Informatika, Prometna logistika i Operativni menadžment.",blue,46.16262863875801,15.870005455234153,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1673.jpg,https://tehnika.lzmk.hr/veleuciliste-hrvatsko-zagorje-krapina/,Ustanove
"Veleučilište Nikola Tesla u Gospiću","Visokoobrazovna ustanova, osnovana 2006. u Gospiću koja izvodi preddiplomske stručne studije Ekonomika poduzetništva, Cestovni promet i Upravni studij.",blue,44.54557910901413,15.372735579867888,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1637.jpg,https://tehnika.lzmk.hr/veleuciliste-nikola-tesla-u-gospicu/,Ustanove
"Veleučilište u Karlovcu","Visokoobrazovna ustanova osnovana 1997. koja provodi osam preddiplomskih stručnih studija: Lovstvo i zaštita prirode, Mehatronika, Prehrambena tehnologija, Sestrinstvo (u organizaciji Fakulteta zdravstvenih studija Sveučilišta u Rijeci), Sigurnost i zaštita, Strojarstvo, Tekstilstvo, Ugostiteljstvo; i tri specijalistička diplomska stručna studija: Poslovno upravljanje, Sigurnost i zaštita te Strojarstvo.",blue,45.49416130133777,15.555187846560752,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1638.jpg,https://tehnika.lzmk.hr/veleuciliste-u-karlovcu/,Ustanove
"Veleučilište u Rijeci","Visokoobrazovna ustanova, osnovana 1998. u Rijeci koja provodi devet preddiplomskih stručnih studija: Informatika, Poduzetništvo, Cestovni promet, Željeznički promet, Poštanski promet, Sigurnost na radu, Vinarstvo, Mediteranska poljoprivreda i Telematika, te pet specijalističkih diplomskih stručnih studija: Informacijske tehnologije u poslovnim sustavima, Poduzetništvo, Promet, Sigurnost na radu i Vinarstvo.",blue,45.338324208709714,14.4242821250335,,https://tehnika.lzmk.hr/veleuciliste-u-rijeci/,Ustanove
"Veleučilište u Slavonskom Brodu","Visokoobrazovna ustanova, osnovana je 2006. koja provodi tri preddiplomska stručna studija: Proizvodno strojarstvo, Bilinogojstvo i Menadžment, te tri specijalistička diplomska stručna studija: Energetika, Ekološka poljoprivreda i ruralni razvoj te Menadžment.",blue,45.16554871593888,18.009278567548296,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1636.jpg,https://tehnika.lzmk.hr/veleuciliste-u-slavonskom-brodu/,Ustanove
"Veleučilište u Šibeniku","Visokoobrazovna ustanova osnovana 2006. koja provodi specijalistički diplomski stručni studij Menadžment i tri studija na preddiplomskoj razini: Menadžment sa smjerovima Turistički menadžment i Informatički menadžment, Promet sa smjerovima Cestovni promet i Poštanski promet te Upravni studij.",blue,43.729294290879494,15.904613273050549,,https://tehnika.lzmk.hr/veleuciliste-u-sibeniku/,Ustanove
"Vindija d. d.","Prehrambeno poduzeće osnovano 1959. u Varaždinu.",blue,46.29333476173158,16.347454022652222,https://tehnika.lzmk.hr/wp-content/uploads/2022/03/HTE2_3004.jpg,https://tehnika.lzmk.hr/vindija-d-d/,Poduzeća
"Visoka škola za sigurnost","Visokoobrazovna ustanova, osnovana 1997. u Zagrebu, koja provodi preddiplomski stručni studij i specijalistički diplomski stručni studij u području osposobljavanja za sigurnost i zaštitu ljudi, materijalnih dobara i okoliša.",blue,45.790378152370295,15.95752508116698,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1631.jpg,https://tehnika.lzmk.hr/visoka-skola-za-sigurnost/,Ustanove
"Gradski muzej Karlovac","Opći muzej osnovan 1904. koji daje prikaz karlovačkoga prirodnog i kulturno-povijesnoga krajolika od najstarijih razdoblja do danas.",blue,45.4938337588931,15.554042885654836,https://tehnika.lzmk.hr/wp-content/uploads/2018/01/HTE_0063.jpg,https://tehnika.lzmk.hr/gradski-muzej-karlovac/,Muzeji
"Vojni muzej MORH-a","Specijalizirani muzej sa sjedištem u Zagrebu osnovan 1997. koji se bavi poviješću Domovinskoga rata i vojnom poviješću područja Hrvatske u XX. st., a djeluje kao samostalna jedinica u sastavu Ministarstva obrane RH (MORH).",blue,45.81452968974722,15.93822901867383,,https://tehnika.lzmk.hr/vojni-muzej-morh-a/,Muzeji
"Zagrebačka pivovara d. o. o.","Poduzeće za proizvodnju piva i  bezalkoholnih pića osnovano 1892. u Zagrebu.",blue,45.813666713816566,15.94624238804751,https://tehnika.lzmk.hr/wp-content/uploads/2020/03/HTE2_0530.jpg,https://tehnika.lzmk.hr/zagrebacka-pivovara-d-d/,Poduzeća
"Zračna luka Dubrovnik d. o. o.","Dubrovačka zračna luka osnovana kraj naselja Čilipi u Konavlima 1962.",blue,42.560272895426394,18.262181146481367,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1680.jpg,https://tehnika.lzmk.hr/zracna-luka-dubrovnik/,Poduzeća
"Zračna luka Split d. o. o.","Splitska zračna luka u predjelu Resnik, zapadno od Kaštel Štafilića, osnovana 1966.",blue,43.536694777132375,16.299018520133615,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1723.jpg,https://tehnika.lzmk.hr/zracna-luka-split/,Poduzeća
"Zvijezda plus d. o. o.","Poduzeće za proizvodnju i preradbu ulja, trgovinu i usluge, osnovano 1916. u Zagrebu pod nazivom Prva hrvatska tvornica ulja d. d.",blue,45.80110669897373,16.03738802216861,https://tehnika.lzmk.hr/wp-content/uploads/2020/09/HTE2_0923.jpg,https://tehnika.lzmk.hr/zvijezda-zagreb/,Poduzeća
"Hrvatski povijesni muzej","Muzejska institucija s temeljnom zadaćom prikupljanja, čuvanja i komuniciranja nacionalne kulturno-povijesne baštine od ranoga srednjeg vijeka do danas, osnovana ujedinjenjem Povijesnoga muzeja Hrvatske i Muzeja revolucije naroda Hrvatske u Zagrebu 1991.",blue,45.816063608583974,15.97238790777871,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1028.jpg,https://tehnika.lzmk.hr/hrvatski-povijesni-muzej/,Muzeji
"Zavod za pomorsku medicinu","Danas ustrojstvena cjelina Vojnog zdravstvenog središta Zapovjedništva za potporu, koja obavlja preventivnomedicinsku, kurativnu i nastavnu djelatnostu, a u početku Higijensko-epidemiološki institut osnovan 1954.",blue,43.50650100090643,16.46821441905119,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1722.jpg,https://tehnika.lzmk.hr/zavod-za-pomorsku-medicinu/,Ustanove
"Sveučilište Sjever","Visokoobrazovna ustanova u Koprivnici i Varaždinu osnovana 2014.",blue,46.174122485527896,16.842367651068045,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1533.jpg,https://tehnika.lzmk.hr/sveuciliste-sjever/,Ustanove
"Veleučilište Velika Gorica","Visokoobrazovna ustanova, osnovana 2003., koja provodi pet preddiplomskih stručnih i tri specijalistička diplomska stručna studija.",blue,45.714449966342904,16.073924511288368,,https://tehnika.lzmk.hr/veleuciliste-velika-gorica/,Ustanove
"Đuro Đaković Centar za istraživanje i razvoj d. o. o.","Znanstvenoistraživačka ustanova osnovana 1961. u Slavonskome Brodu kao Institut za naučno-istraživački rad Đuro Đaković.",blue,45.165096936717816,18.013558674993533,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1197.jpg,https://tehnika.lzmk.hr/duro-dakovic-centar-za-istrazivanje-i-razvoj/,Ustanove
"Autobusni kolodvor Zagreb","Prometno poduzeće osnovano 1961. u Zagrebu.",blue,45.80405903534865,15.993314914970295,https://tehnika.lzmk.hr/wp-content/uploads/2018/06/HTE_1068.jpg,https://tehnika.lzmk.hr/autobusni-kolodvor-zagreb-2/,Poduzeća
"Muzej betinske drvene brodogradnje","Muzej posvećen lokalnoj tradicijskoj drvenoj brodogradnji, posebice umijeću gradnje gajete betinke, osnovan u Betini na Murteru 2015.",blue,43.823241513015475,15.60413881506865,https://tehnika.lzmk.hr/wp-content/uploads/2017/12/HTE_0594.jpg,https://tehnika.lzmk.hr/muzej-betinske-drvene-brodogradnje/,Muzeji
"Mornarička knjižnica u Puli","Knjižnica osnovana 1802. u Veneciji, pri vrhovnome zapovjedništvu austrijske ratne mornarice, koja je u Puli djelovala 1866−1918.",blue,44.86723332201443,13.845236383039062,https://tehnika.lzmk.hr/wp-content/uploads/2018/05/HTE_0979.jpg,https://tehnika.lzmk.hr/mornaricka-knjiznica-u-puli/,Ustanove
"Gradski muzej Korčula","Muzej povijesne i kulturne baštine grada i otoka Korčule osnovan 1957.",blue,42.96149689750109,17.13590421634109,https://tehnika.lzmk.hr/wp-content/uploads/2018/01/HTE_0551.jpg,https://tehnika.lzmk.hr/gradski-muzej-korcula/,Muzeji
"Mornarička zvjezdarnica u Puli","Zvjezdarnica osnovana 1869. u Puli kao dio Hidrografskoga zavoda austrougarske ratne mornarice.",blue,44.86558390464254,13.846041139742884,https://tehnika.lzmk.hr/wp-content/uploads/2018/05/IE_1820.jpg,https://tehnika.lzmk.hr/mornaricka-zvjezdarnica-u-puli/,Ustanove
"Zračna luka Franjo Tuđman","Zagrebačka međunarodna zračna luka, koja se nalazi na području gradske četvrti Pleso grada Velike Gorice, osnovana 1961.",blue,45.74147585695003,16.080290018748418,https://tehnika.lzmk.hr/wp-content/uploads/2018/09/HTE_1054.jpg,https://tehnika.lzmk.hr/zracna-luka-franjo-tudman/,Poduzeća
"Hrvatsko vojno učilište Dr. Franjo Tuđman","Glavna vojna školska i znanstvenoistraživačka ustanova Oružanih snaga RH (OSRH) osnovana 1991. kao Časnički centar Hrvatske vojske.",blue,45.814518051406395,15.93813664453429,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1263.jpg,https://tehnika.lzmk.hr/hrvatsko-vojno-uciliste-dr-franjo-tudman/,Ustanove
"Muzej oldtimera Presečki","Zbirka starodobnih vozila otvorena za javnost 2017. u Krapini.",blue,46.15337635698596,15.87393879011899,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1386.jpg,https://tehnika.lzmk.hr/muzej-oldtimera-presecki/,Muzeji
"Ekomuzej Mošćenička Draga","Ekomuzej osnovan 2012. u Mošćeničkoj Dragi, koji čuva, obrađuje i predstavlja maritimnu baštinu toga dijela Istre.",blue,45.23923928070016,14.253371167627357,https://tehnika.lzmk.hr/wp-content/uploads/2018/11/HTE_1204.jpg,https://tehnika.lzmk.hr/ekomuzej-moscenicka-draga/,Muzeji
"Hrvatski muzej medicine i farmacije","Specijalizirani muzej hrvatske medicinske i farmaceutske baštine, osnovan 2014. u Zagrebu kao dio Hrvatske akademije znanosti i umjetnosti.",blue,45.80973576880805,15.972036987109401,https://tehnika.lzmk.hr/wp-content/uploads/2019/07/HTE2_0006.jpg,https://tehnika.lzmk.hr/hrvatski-muzej-medicine-i-farmacije/,Muzeji
"Agencija za lijekove i medicinske proizvode","Ustanova RH koja obavlja poslove vezane uz odobravanje i primjenu lijekova, medicinskih proizvoda i homeopatskih lijekova te veterinarsko-medicinskih proizvoda.",blue,45.835985897823925,15.978621842971055,https://tehnika.lzmk.hr/wp-content/uploads/2021/03/HTE2_1712.jpg,https://tehnika.lzmk.hr/agencija-za-lijekove-i-medicinske-proizvode/,Ustanove
"Fakultet kemijskog inženjerstva i tehnologije","Visokoškolska i znanstvenoistraživačka ustanova Sveučilišta u Zagrebu, koja izvodi sveučilišne studije u znanstvenim poljima kemijskog inženjerstva  i kemije.",blue,45.80705570333475,15.970603128314416,https://tehnika.lzmk.hr/wp-content/uploads/2019/05/HTE2_0025.jpg,https://tehnika.lzmk.hr/fakultet-kemijskog-inzenjerstva-i-tehnologije/,Ustanove
"Fakultet agrobiotehničkih znanosti Osijek","Visokoškolska i znanstvena ustanova u sastavu Sveučilišta u Osijeku.",blue,45.555788625381474,18.70714063280766,https://tehnika.lzmk.hr/wp-content/uploads/2021/03/HTE2_1787.jpg,https://tehnika.lzmk.hr/fakultet-agrobiotehnickih-znanosti-u-osijeku/,Ustanove
"Hrvatska agencija za poljoprivredu i hranu","Državna agencija nadležna za istraživanja u polju poljoprivrede i srodnim poljima, zaštitu tla i bilja, sjemenarstvo i rasadničarstvo, vinogradarstvo, vinarstvo, uljarstvo, voćarstvo, povrćarstvo, stočarstvo, kontrolu kvalitete stočarskih proizvoda i sigurnosti hrane.",blue,45.53756414715363,18.67227945146746,https://tehnika.lzmk.hr/wp-content/uploads/2021/09/HTE2_2259.jpg,https://tehnika.lzmk.hr/hrvatska-agencija-za-poljoprivredu-i-hranu/,Ustanove
"Jadran – galenski laboratorij d. d.","Poduzeće za proizvodnju i promet farmaceutskih i kozmetičkih proizvoda osnovano 1991. u Rijeci",blue,45.34730245935239,14.465446689572339,https://tehnika.lzmk.hr/wp-content/uploads/2021/09/HTE2_2297.jpg,https://tehnika.lzmk.hr/jadran-galenski-laboratorij-d-d/,Poduzeća
"Prima Commerce d. o. o.","Poduzeće za proizvodnju i trgovinu namještajem osnovano 1995. u Bjelovaru",blue,45.893191390930994,16.850230129527098,https://tehnika.lzmk.hr/wp-content/uploads/2022/02/HTE2_2885.jpg,https://tehnika.lzmk.hr/prima-commerce-d-o-o/,Poduzeća
"Coca-Cola HBC Hrvatska d. o. o.","Poduzeće za proizvodnju, prodaju i distribuciju pića, sa sjedištem u Zagrebu.",blue,45.79578381672943,16.009887161943684,https://tehnika.lzmk.hr/wp-content/uploads/2021/07/HTE2_2141.jpg,https://tehnika.lzmk.hr/coca-cola-hbc-hrvatska-d-o-o/,Poduzeća
"BICRO BIOCentar d. o. o.","Inkubacijski centar za bioznanosti i komercijalizaciju tehnologije otvoren 2015. u Zagrebu.",blue,45.81085662298219,16.03968228371227,https://tehnika.lzmk.hr/wp-content/uploads/2020/11/HTE2_1219-1.jpg,https://tehnika.lzmk.hr/biocentar/,Ustanove
"Visoko gospodarsko učilište u Križevcima",,blue,46.027455754906256,16.553570772109445,https://tehnika.lzmk.hr/wp-content/uploads/2022/02/HTE2_2839.jpg,https://tehnika.lzmk.hr/visoko-gospodarsko-uciliste-u-krizevcima/,Ustanove
